"Date","Year","Canal","Discharge"
2022-12-13,"2022","Coral_Gables",0
2022-12-14,"2022","Coral_Gables",0
2022-12-15,"2022","Coral_Gables",0
2022-12-16,"2022","Coral_Gables",0
2022-12-17,"2022","Coral_Gables",0
2022-12-18,"2022","Coral_Gables",0
2022-12-19,"2022","Coral_Gables",0
2022-12-20,"2022","Coral_Gables",0
2022-12-21,"2022","Coral_Gables",0
2022-12-22,"2022","Coral_Gables",0
2022-12-23,"2022","Coral_Gables",0
2022-12-24,"2022","Coral_Gables",0
2022-12-25,"2022","Coral_Gables",0
2022-12-26,"2022","Coral_Gables",0
2022-12-27,"2022","Coral_Gables",0
2022-12-28,"2022","Coral_Gables",0
2022-12-29,"2022","Coral_Gables",0
2022-12-30,"2022","Coral_Gables",0
2022-12-31,"2022","Coral_Gables",0
2023-01-01,"2023","Coral_Gables",0
2023-01-02,"2023","Coral_Gables",0
2023-01-03,"2023","Coral_Gables",0
2023-01-04,"2023","Coral_Gables",0
2023-01-05,"2023","Coral_Gables",0
2023-01-06,"2023","Coral_Gables",0
2023-01-07,"2023","Coral_Gables",0
2023-01-08,"2023","Coral_Gables",0
2023-01-09,"2023","Coral_Gables",0
